id,date,hour,from,from_id,text_clean,reply_to_message_id,forwarded_from,edited,sticker_emoji,media_type,reactions
38735,2025-12-31 09:12:33,9,osy (simut),user5384267911,BOONK BGT,38728.0,,,,,
38736,2025-12-31 09:12:39,9,osy (simut),user5384267911,Ak tw km jg suka Nick,,,,,,
38738,2025-12-31 09:12:54,9,osy (simut),user5384267911,"Keren, rispek king",38732.0,,2025-12-31T11:54:29,,,"[{'type': 'emoji', 'count': 1, 'emoji': '🌚', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-12-31T11:54:29'}]}]"
38740,2025-12-31 09:37:33,9,osy (simut),user5384267911,Maw memposting Januari sampe Desember ak tahun inih 🤔🤔🤔,,,,,,
38741,2025-12-31 09:37:56,9,osy (simut),user5384267911,Tapi galerinya ngeleg dan ak mls ngedit,,,,,,
38747,2025-12-31 12:06:33,12,osy (simut),user5384267911,Mlh nemu ini 😹😹😹,,,,,,
38748,2025-12-31 12:06:52,12,osy (simut),user5384267911,Membuka galeri ternyata menguras energi jg yh,,,,,,
38749,2025-12-31 12:06:59,12,osy (simut),user5384267911,Ow ms,38743.0,,2025-12-31T12:10:05,,,"[{'type': 'emoji', 'count': 1, 'emoji': '🌚', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-12-31T12:10:05'}]}]"
38750,2025-12-31 12:07:09,12,osy (simut),user5384267911,Bnr mntp,38744.0,,,,,
38753,2025-12-31 12:08:57,12,osy (simut),user5384267911,REVEAL APAH,,,,,,
38754,2025-12-31 12:09:01,12,osy (simut),user5384267911,Km furry,,,,,,
38755,2025-12-31 12:09:03,12,osy (simut),user5384267911,Atau knph,,,,,,
38759,2025-12-31 12:09:16,12,osy (simut),user5384267911,OH WKWKWKW,,,,,,
38760,2025-12-31 12:09:22,12,osy (simut),user5384267911,MAAF SUUDZON,,,,,,
38762,2025-12-31 12:09:42,12,osy (simut),user5384267911,Gas 😈,38757.0,,,,,
38765,2025-12-31 12:10:13,12,osy (simut),user5384267911,OTAK AK OTOMATIS MEMUTAR SMW KELUCUAN ITUH,38761.0,,,,,
38766,2025-12-31 12:10:14,12,osy (simut),user5384267911,😢😢😢,,,,,,
38767,2025-12-31 12:10:17,12,osy (simut),user5384267911,Iyh,38763.0,,,,,
38768,2025-12-31 12:10:28,12,osy (simut),user5384267911,Ss an stiker jomok Sandy,,,,,,
38769,2025-12-31 12:10:34,12,osy (simut),user5384267911,Tp kyknya foto foto ajh,38764.0,,,,,
38770,2025-12-31 12:10:36,12,osy (simut),user5384267911,Gk diedit,,,,,,
38772,2025-12-31 12:11:21,12,osy (simut),user5384267911,😭😭😭,38771.0,,,,,
38773,2025-12-31 12:11:22,12,osy (simut),user5384267911,Ngakak,,,,,,
38775,2025-12-31 12:11:33,12,osy (simut),user5384267911,"Bnr, mknya menghabiskan energi",38774.0,,2025-12-31T12:36:20,,,"[{'type': 'emoji', 'count': 1, 'emoji': '😢', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-12-31T12:36:20'}]}]"
38776,2025-12-31 12:11:36,12,osy (simut),user5384267911,💔💔💔,,,,,,
38787,2025-12-31 14:15:40,14,osy (simut),user5384267911,Parah knp dihide,38778.0,,,,,
38789,2025-12-31 14:15:49,14,osy (simut),user5384267911,Bnr,38780.0,,,,,
38790,2025-12-31 14:15:50,14,osy (simut),user5384267911,Dem,,,2025-12-31T17:25:40,,,"[{'type': 'emoji', 'count': 1, 'emoji': '😢', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-12-31T17:25:40'}]}]"
38791,2025-12-31 14:15:58,14,osy (simut),user5384267911,Sandy ketuanya,38782.0,,,,,
38792,2025-12-31 14:16:11,14,osy (simut),user5384267911,Kdm kdm,38784.0,,,,,
38793,2025-12-31 14:16:18,14,osy (simut),user5384267911,😭😭😭,38786.0,,,,,
38804,2025-12-31 18:17:47,18,osy (simut),user5384267911,Desain km:,38803.0,,,,,
38805,2025-12-31 18:17:55,18,osy (simut),user5384267911,Si imut alien,,,,,,
38806,2025-12-31 18:18:08,18,osy (simut),user5384267911,Lipsus imut,38797.0,,,,,
38807,2025-12-31 18:18:15,18,osy (simut),user5384267911,Hmz,38799.0,,,,,
38808,2025-12-31 18:18:19,18,osy (simut),user5384267911,Aku jujur gtw,,,,,,
38809,2025-12-31 18:18:25,18,osy (simut),user5384267911,Pgn ke cafe yang meng meng gt sie,,,,,,
38810,2025-12-31 18:18:32,18,osy (simut),user5384267911,Cm kl jauh bgt skip,,,,,,
38812,2025-12-31 18:18:55,18,osy (simut),user5384267911,Mahasiswa😈😈😈,38801.0,,,,,
38813,2025-12-31 18:19:05,18,osy (simut),user5384267911,Kdm kesukaan Gilang,38802.0,,,,,
38821,2025-12-31 19:37:02,19,osy (simut),user5384267911,"Bnr, udah tamat",38816.0,,,,,
38823,2025-12-31 19:37:19,19,osy (simut),user5384267911,Km,38818.0,,,,,
38824,2025-12-31 19:37:21,19,osy (simut),user5384267911,Rusdi Imutiyadi,,,,,,
38825,2025-12-31 19:37:27,19,osy (simut),user5384267911,Bnr racing,38819.0,,,,,
38826,2025-12-31 19:37:33,19,osy (simut),user5384267911,Kl km racist,,,,,,
38832,2026-01-01 08:25:43,8,osy (simut),user5384267911,Lusyu kn,38828.0,,,,,
38833,2026-01-01 08:25:51,8,osy (simut),user5384267911,Tamat perjomokan,38829.0,,,,,
38834,2026-01-01 08:25:54,8,osy (simut),user5384267911,WKWKWKW,38830.0,,,,,
38835,2026-01-01 08:25:59,8,osy (simut),user5384267911,Yh sobat,38831.0,,2026-01-01T14:23:15,,,"[{'type': 'emoji', 'count': 1, 'emoji': '😢', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2026-01-01T14:23:15'}]}]"
38836,2026-01-01 08:26:02,8,osy (simut),user5384267911,Slmt thn baru,,,,,,
38837,2026-01-01 08:26:08,8,osy (simut),user5384267911,Saatnya cari pacar baru,,,,,,
38838,2026-01-01 08:26:18,8,osy (simut),user5384267911,Om Tom Felton simpen dulu 😘,,,,,,
38847,2026-01-01 17:22:23,17,osy (simut),user5384267911,Berarti tahun baru,38840.0,,,,,
38848,2026-01-01 17:23:06,17,osy (simut),user5384267911,Ak jg dech,38842.0,,2026-01-01T17:56:26,,,"[{'type': 'emoji', 'count': 1, 'emoji': '🌚', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2026-01-01T17:56:26'}]}]"
38849,2026-01-01 17:23:35,17,osy (simut),user5384267911,Ow sheet ak jd teringat karya yang baru sampe bab 3 full revisi itu 😹,38843.0,,,,,
38850,2026-01-01 17:23:40,17,osy (simut),user5384267911,Pake buat pp ig,38844.0,,,,,
38851,2026-01-01 17:23:42,17,osy (simut),user5384267911,Dan wa,,,,,,
38862,2026-01-01 19:03:59,19,osy (simut),user5384267911,Gas,38855.0,,,,,
38863,2026-01-01 19:04:10,19,osy (simut),user5384267911,Kok rajin bgt,38857.0,,,,,
38864,2026-01-01 19:04:35,19,osy (simut),user5384267911,OH PHM,38861.0,,,,,
38865,2026-01-01 19:04:45,19,osy (simut),user5384267911,Jadi tdk kecepetan kan yh,,,,,,
38868,2026-01-01 19:05:19,19,osy (simut),user5384267911,"Ide bgs, mw jg",,,,,,
38872,2026-01-01 19:05:44,19,osy (simut),user5384267911,Ok bgs bgs bgs,38867.0,,2026-01-01T19:06:16,,,"[{'type': 'emoji', 'count': 1, 'emoji': '🥰', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2026-01-01T19:06:16'}]}]"
38873,2026-01-01 19:05:52,19,osy (simut),user5384267911,Bersiaplah,38869.0,,,,,
38874,2026-01-01 19:06:06,19,osy (simut),user5384267911,Sely tdk bs yh sptnya,38870.0,,,,,
38875,2026-01-01 19:06:09,19,osy (simut),user5384267911,Hmz,,,,,,
38876,2026-01-01 19:06:15,19,osy (simut),user5384267911,Ini ak jg sakit lg ms,,,,,,
38878,2026-01-01 19:06:30,19,osy (simut),user5384267911,Bsk sptnya berkurang,,,,,,
38880,2026-01-01 19:06:54,19,osy (simut),user5384267911,Ak yg mrh mrh kali ini,38877.0,,,,,
38884,2026-01-01 19:07:14,19,osy (simut),user5384267911,Jd pas dateng tdk terduga yh,38879.0,,,,,
38892,2026-01-01 19:08:17,19,osy (simut),user5384267911,Ini jd sensi bgt badannya teh 😞,38888.0,,,,,
38893,2026-01-01 19:08:27,19,osy (simut),user5384267911,Ap krn udh tua yh,,,,,,
38895,2026-01-01 19:08:57,19,osy (simut),user5384267911,Kedinginan dikit sakit linu lg susah gerak,,,,,,
38896,2026-01-01 19:09:10,19,osy (simut),user5384267911,Kl Sabtu sembuh gas 😈,38889.0,,,,,
38902,2026-01-01 19:11:03,19,osy (simut),user5384267911,"Kl bangun tuh udah pasti kaku gt, lamaa. Marahnya krn kesel sm diri sendiri sbnrnyah. Tp aman lahh meren",38891.0,,,,,
38903,2026-01-01 19:11:14,19,osy (simut),user5384267911,Tp nyeri gk ituh,38894.0,,,,,
38904,2026-01-01 19:11:27,19,osy (simut),user5384267911,Sptnya iyh tp kl di ac kuat,38897.0,,,,,
38907,2026-01-01 19:12:16,19,osy (simut),user5384267911,FAAAKKK,38901.0,,,,,
38908,2026-01-01 19:12:44,19,osy (simut),user5384267911,Tunjukkan dulu 19 lapangan pekerjaan dan perbaiki negara yang jd hytam inih,,,,,,
38910,2026-01-01 19:13:16,19,osy (simut),user5384267911,Tdk mau dihina tp dipujipun tdk pantas,,,,,,
38911,2026-01-01 19:13:34,19,osy (simut),user5384267911,Dipuji tak pantas dihina kena pidana,,,,,,
38918,2026-01-01 19:14:24,19,osy (simut),user5384267911,Ow paham,,,,,,
38919,2026-01-01 19:14:30,19,osy (simut),user5384267911,Tdk ekstrim yh,,,,,,
38925,2026-01-01 19:18:01,19,osy (simut),user5384267911,"Eh gtw sie, apa krn gak dirasa rasa ya kalau di kampus mah",38920.0,,,,,
38926,2026-01-01 19:18:10,19,osy (simut),user5384267911,Soalnya tiap weekend pasti sakit,,,,,,
38927,2026-01-01 19:18:22,19,osy (simut),user5384267911,Jd libur teh dipake istirahat bnr bnr karena emng sakit,,,,,,
38928,2026-01-01 19:18:31,19,osy (simut),user5384267911,Tp gpp masih ditolong anti nyeri,,,,,,
38929,2026-01-01 19:18:36,19,osy (simut),user5384267911,Insya Allah aman,,,,,,
38930,2026-01-01 19:18:37,19,osy (simut),user5384267911,Meren,,,,,,
38931,2026-01-01 19:18:42,19,osy (simut),user5384267911,BNRRR,38921.0,,,,,
38932,2026-01-01 19:18:43,19,osy (simut),user5384267911,Males,,,,,,
38933,2026-01-01 19:18:56,19,osy (simut),user5384267911,Info pindah ke negara rakyat friendly,,,,,,
38934,2026-01-01 19:19:04,19,osy (simut),user5384267911,Naur,38922.0,,,,,
38935,2026-01-01 19:19:12,19,osy (simut),user5384267911,Kembalikan hutan kami,,,2026-01-01T19:21:29,,,"[{'type': 'emoji', 'count': 1, 'emoji': '😢', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2026-01-01T19:21:29'}]}]"
38936,2026-01-01 19:19:34,19,osy (simut),user5384267911,Puas puasin hri ini,38924.0,,,,,
38937,2026-01-01 19:19:38,19,osy (simut),user5384267911,Tp tetep jg gpp gk sie,,,,,,
38938,2026-01-01 19:19:43,19,osy (simut),user5384267911,Asal cet ini tdk tersebar,,,,,,
38939,2026-01-01 19:19:45,19,osy (simut),user5384267911,😈😈😈,,,,,,
38945,2026-01-01 19:24:36,19,osy (simut),user5384267911,"Ini bs jadi, di rumah bagian relapse",38940.0,,,,,
38947,2026-01-01 19:24:47,19,osy (simut),user5384267911,Iya sie,38941.0,,,,,
38948,2026-01-01 19:24:57,19,osy (simut),user5384267911,Oh bnr tp kadang demam jg tbtb,,,,,,
38949,2026-01-01 19:25:07,19,osy (simut),user5384267911,Kayaknya dmn mn ak mmng merepotkan yh,,,,,,
38950,2026-01-01 19:25:14,19,osy (simut),user5384267911,Yuk,38943.0,,,,,
38951,2026-01-01 19:25:18,19,osy (simut),user5384267911,Ada fang,,,,,,
38952,2026-01-01 19:25:23,19,osy (simut),user5384267911,😈😈😈,38944.0,,,,,
38953,2026-01-01 19:25:28,19,osy (simut),user5384267911,Km libur smpe kapann,,,,,,
38963,2026-01-02 09:42:01,9,osy (simut),user5384267911,😢😢😢,38954.0,,,,,
38964,2026-01-02 09:42:11,9,osy (simut),user5384267911,Kl berkegiatan jg gampang cpek,,,,,,
38965,2026-01-02 09:42:13,9,osy (simut),user5384267911,Hamdech,,,,,,
38966,2026-01-02 09:42:26,9,osy (simut),user5384267911,Naur 😢,38956.0,,,,,
38967,2026-01-02 09:42:29,9,osy (simut),user5384267911,Itu mmnh,,,,,,
38968,2026-01-02 09:42:36,9,osy (simut),user5384267911,Antek antek asheeeng,,,,,,
38969,2026-01-02 09:42:44,9,osy (simut),user5384267911,Bahleel Bieber,38959.0,,,,,
38970,2026-01-02 09:42:59,9,osy (simut),user5384267911,Bentar bgt liburnyh,38962.0,,,,,
38971,2026-01-02 12:29:27,12,osy (simut),user5384267911,Minggu depan jg ak msk bejirz,,,,,,
38972,2026-01-02 12:29:39,12,osy (simut),user5384267911,Dgn Sipana sekelompok,,,,,,
38989,2026-01-03 12:40:16,12,osy (simut),user5384267911,Oh iyh udh berlaku,38976.0,,,,,
38990,2026-01-03 12:40:23,12,osy (simut),user5384267911,Alhamdulillah,38977.0,,2026-01-04T08:19:19,,,"[{'type': 'emoji', 'count': 1, 'emoji': '😢', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2026-01-04T08:19:19'}]}]"
38991,2026-01-03 12:40:32,12,osy (simut),user5384267911,Ad tp problematik,38979.0,,,,,
38992,2026-01-03 12:40:52,12,osy (simut),user5384267911,Oh wow santuy yg sgt rajin skli,38983.0,,,,,
38993,2026-01-03 12:41:01,12,osy (simut),user5384267911,Mantap,,,,,,
38994,2026-01-03 12:41:13,12,osy (simut),user5384267911,Tetap semangat sukses,,,,,,
38995,2026-01-03 12:41:20,12,osy (simut),user5384267911,Ginuy,38984.0,,,,,
38996,2026-01-03 12:41:35,12,osy (simut),user5384267911,😭😭😭,38985.0,,,,,
38997,2026-01-03 12:41:44,12,osy (simut),user5384267911,Angguy,38987.0,,,,,
38998,2026-01-03 12:42:58,12,osy (simut),user5384267911,Mauluy Seluy Ginuy,,,,,,
39008,2026-01-04 14:16:06,14,osy (simut),user5384267911,Betah isin,39001.0,,,,,
39009,2026-01-04 14:16:16,14,osy (simut),user5384267911,🥰🥰🥰,39003.0,,,,,
39010,2026-01-04 14:16:21,14,osy (simut),user5384267911,Selamat berjuang sukses,,,,,,
39011,2026-01-04 14:16:30,14,osy (simut),user5384267911,Osuy,39004.0,,,,,
39013,2026-01-04 14:17:19,14,osy (simut),user5384267911,Done bg,,,,,,
39024,2026-01-04 17:47:18,17,osy (simut),user5384267911,Pada knp yak,39015.0,,,,,
39025,2026-01-04 17:47:31,17,osy (simut),user5384267911,Bale 😢,39016.0,,,,,
39026,2026-01-04 17:47:42,17,osy (simut),user5384267911,Billuy,39018.0,,,,,
39027,2026-01-04 17:47:50,17,osy (simut),user5384267911,Mantap,39021.0,,,,,
39029,2026-01-04 17:48:00,17,osy (simut),user5384267911,Gak bs deh di tele,39023.0,,,,,
39031,2026-01-04 17:48:42,17,osy (simut),user5384267911,BISA,,,,,,
39034,2026-01-04 17:49:43,17,osy (simut),user5384267911,Sibuk berkaya,,,,,,
39037,2026-01-04 17:50:21,17,osy (simut),user5384267911,Rill inih,39035.0,,,,,
39039,2026-01-04 17:50:41,17,osy (simut),user5384267911,Menunggu bale selesai cuti,39036.0,,,,,
39040,2026-01-04 17:50:47,17,osy (simut),user5384267911,Truy,39038.0,,,,,
39047,2026-01-04 17:53:48,17,osy (simut),user5384267911,Gas 😈,39041.0,,,,,
39048,2026-01-04 17:54:04,17,osy (simut),user5384267911,AHAHAHAAH,39046.0,,,,,
39050,2026-01-04 17:54:11,17,osy (simut),user5384267911,Virus angguy setiaduy,,,,,,
39051,2026-01-04 17:59:42,17,osy (simut),user5384267911,Btw aku udh gak anu dgn Sandy,,,,,,
39052,2026-01-04 18:01:00,18,osy (simut),user5384267911,"Dipikir-pikir, yang ada di otak aku tuh semua hal-hal baik yang dia lakuin. Mostly my first experience. Jadi otak aku seakan-akan terus meromantisasi itu, padahal sekarang udah nggak",,,,,,
39053,2026-01-04 18:02:26,18,osy (simut),user5384267911,Aku nggak tau diri dia yang sebenernya itu dia yang pas sama aku atau dia yang sekarang,,,2026-01-04T18:04:02,,,
39054,2026-01-04 18:02:40,18,osy (simut),user5384267911,Sedih banget kalau diinget-inget,,,,,,
39055,2026-01-04 18:03:33,18,osy (simut),user5384267911,"Tapi kalau aku terus stuck sama itu, malah jadi aku yang menyedihkannya ya",,,,,,
39056,2026-01-04 18:07:09,18,osy (simut),user5384267911,"Selama ini aku pikir mungkin dia mau membatasi interaksi biar sewajarnya temen aja. Tapi emang wajar ya gak bales berhari-hari tuh? Dia duluan yang chat aku, giliran dibales kadang lama banget jawabnya. Malah dibalesnya kadang kalau aku rechat",,,,,,
39057,2026-01-04 18:08:58,18,osy (simut),user5384267911,"Sekarang aku mikir, dia tau, aku bakal balik kalau dia minta, aku bakal ada kalau dia butuh",,,,,,
39058,2026-01-04 18:09:07,18,osy (simut),user5384267911,"Dia tau dia punya opsi itu, tapi dia gak pilih",,,,,,
39059,2026-01-04 18:10:05,18,osy (simut),user5384267911,Ada kemungkinan lain yang muncul selain dia emang mau membatasi interaksi. Mungkin dia emang udah gak peduli aja,,,,,,
39060,2026-01-04 18:10:15,18,osy (simut),user5384267911,WKWKWK MAAFIN YAPPING,,,,,,
39063,2026-01-04 18:16:50,18,osy (simut),user5384267911,SANTUY AJHH,,,,,,
39071,2026-01-04 19:18:50,19,osy (simut),user5384267911,Gx ush dipikir ok,39069.0,,,,,
39072,2026-01-04 19:18:53,19,osy (simut),user5384267911,Itu selewat ajh,,,,,,
39073,2026-01-04 19:19:02,19,osy (simut),user5384267911,Intinya ak mw mupon,,,,,,
39074,2026-01-04 19:19:04,19,osy (simut),user5384267911,😘😘😘,,,,,,
39092,2026-01-04 19:28:42,19,osy (simut),user5384267911,"Nah iyaa ginii, pas gabut kayaknya ya ke aku teh",39075.0,,,,,
39093,2026-01-04 19:28:50,19,osy (simut),user5384267911,Tapi aku selalu mikirnya yang sisi satunya,,,,,,
39094,2026-01-04 19:29:17,19,osy (simut),user5384267911,NAH INIHH,39078.0,,,,,
39095,2026-01-04 19:29:37,19,osy (simut),user5384267911,Aku sama temennya si kak Arif ajh tmnan tetep jawab kl chat,,,,,,
39097,2026-01-04 19:29:52,19,osy (simut),user5384267911,Gmw otan adlh my idol,39079.0,,,,,
39098,2026-01-04 19:29:57,19,osy (simut),user5384267911,Kl pacaran nnti putus 😢,,,,,,
39099,2026-01-04 19:30:05,19,osy (simut),user5384267911,Anjay,39082.0,,,,,
39100,2026-01-04 19:30:15,19,osy (simut),user5384267911,AAMIINN MANTAP,39089.0,,,,,
39101,2026-01-04 19:30:18,19,osy (simut),user5384267911,LUCU BGT WKWKW,,,2026-01-04T19:34:01,,,"[{'type': 'emoji', 'count': 1, 'emoji': '🥰', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2026-01-04T19:34:01'}]}]"
39102,2026-01-04 19:30:24,19,osy (simut),user5384267911,MAKASIH YAH,,,,,,
39103,2026-01-04 19:30:32,19,osy (simut),user5384267911,Bahlil kaya yh,39087.0,,,,,
39104,2026-01-04 19:30:40,19,osy (simut),user5384267911,Wdyt ak deketin bahlil,,,,,,
39113,2026-01-04 19:51:04,19,osy (simut),user5384267911,Bnar,39108.0,,2026-01-05T15:10:17,,,"[{'type': 'emoji', 'count': 1, 'emoji': '🥰', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2026-01-05T15:10:17'}]}]"
39114,2026-01-04 19:51:16,19,osy (simut),user5384267911,Betulss,39110.0,,,,,
39115,2026-01-04 19:51:25,19,osy (simut),user5384267911,Otaniel,,,,,,
39116,2026-01-04 19:51:31,19,osy (simut),user5384267911,Ide bgs,39111.0,,,,,
39117,2026-01-04 19:51:44,19,osy (simut),user5384267911,Brp hektar lahan sawit yang akan ak dptkan,,,,,,
39144,2026-01-05 20:52:19,20,osy (simut),user5384267911,LUCU WKWKWK,39123.0,,2026-01-06T06:53:33,,,"[{'type': 'emoji', 'count': 1, 'emoji': '🌚', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2026-01-06T06:53:33'}]}]"
39145,2026-01-05 20:52:29,20,osy (simut),user5384267911,Mau 🫢,39126.0,,,,,
39146,2026-01-05 20:52:36,20,osy (simut),user5384267911,WKWK LUCU BGT PLS,39127.0,,2026-01-06T06:53:43,,,"[{'type': 'emoji', 'count': 1, 'emoji': '🌚', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2026-01-06T06:53:43'}]}]"
39148,2026-01-05 20:53:01,20,osy (simut),user5384267911,Anjay,39130.0,,,,,
39149,2026-01-05 20:53:13,20,osy (simut),user5384267911,Tolong hack ig Prabowo aku kak,,,,,,
39150,2026-01-05 20:53:19,20,osy (simut),user5384267911,IH PARAH BGT,39131.0,,,,,
39151,2026-01-05 20:53:23,20,osy (simut),user5384267911,GILBERT KM KMNNN,,,,,,
39152,2026-01-05 20:53:30,20,osy (simut),user5384267911,Naur 😢,39132.0,,,,,
39153,2026-01-05 20:53:37,20,osy (simut),user5384267911,Km beneran kayak leader mereka,,,,,,
39154,2026-01-05 20:53:38,20,osy (simut),user5384267911,Lucu,,,2026-01-06T06:54:26,,,"[{'type': 'emoji', 'count': 1, 'emoji': '🌚', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2026-01-06T06:54:26'}]}]"
39155,2026-01-05 20:53:47,20,osy (simut),user5384267911,Tuhh,39133.0,,,,,
39156,2026-01-05 20:53:53,20,osy (simut),user5384267911,Keren skli my twinnieku,,,2026-01-06T06:54:31,,,"[{'type': 'emoji', 'count': 1, 'emoji': '🌚', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2026-01-06T06:54:31'}]}]"
39157,2026-01-05 20:53:57,20,osy (simut),user5384267911,MANTAP,39134.0,,,,,
39158,2026-01-05 20:54:01,20,osy (simut),user5384267911,Km terlalu op,,,,,,
39159,2026-01-05 20:56:09,20,osy (simut),user5384267911,WOWW,39136.0,,,,,
39160,2026-01-05 20:56:15,20,osy (simut),user5384267911,😧😧😧,,,,,,
39161,2026-01-05 20:56:19,20,osy (simut),user5384267911,Tulis tangan bruh,,,,,,
39162,2026-01-05 20:56:25,20,osy (simut),user5384267911,Smngt mengerjat,,,,,,
39163,2026-01-05 20:56:31,20,osy (simut),user5384267911,Mengerjakan,,,2026-01-06T06:55:39,,,"[{'type': 'emoji', 'count': 1, 'emoji': '🌚', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2026-01-06T06:55:39'}]}]"
39164,2026-01-05 20:57:03,20,osy (simut),user5384267911,Eh mw stikernya,39139.0,,,,,
39165,2026-01-05 20:57:57,20,osy (simut),user5384267911,😭😭😭,39143.0,,,,,
39166,2026-01-05 20:58:00,20,osy (simut),user5384267911,Semangat,,,,,,
39167,2026-01-05 20:58:10,20,osy (simut),user5384267911,Selamat berjuang,,,2026-01-06T06:56:18,,,"[{'type': 'emoji', 'count': 1, 'emoji': '🌚', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2026-01-06T06:56:18'}]}]"
39169,2026-01-05 21:15:35,21,osy (simut),user5384267911,"Ak mw nanya inih, utk no 13 itu tuh membuat penelitian gt kh 😢",,,,,,
39170,2026-01-05 21:15:44,21,osy (simut),user5384267911,Mf bertanya ke km krn partner ak sipana,,,,,,
39185,2026-01-06 09:25:06,9,osy (simut),user5384267911,Yuks,39176.0,,,,,
39186,2026-01-06 09:25:21,9,osy (simut),user5384267911,"GAK GT, ITU AKUN PRABOWO HRSNYA",39177.0,,,,,
39187,2026-01-06 09:25:24,9,osy (simut),user5384267911,BEJIR BEJUR,,,,,,
39188,2026-01-06 09:25:52,9,osy (simut),user5384267911,Naur 😢,39178.0,,2026-01-06T17:26:34,,,"[{'type': 'emoji', 'count': 1, 'emoji': '😢', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2026-01-06T17:26:34'}]}]"
39189,2026-01-06 09:25:57,9,osy (simut),user5384267911,MANTAP,39179.0,,,,,
39190,2026-01-06 09:26:08,9,osy (simut),user5384267911,Keren my twinnie 😎,,,2026-01-06T17:26:46,,,"[{'type': 'emoji', 'count': 1, 'emoji': '😢', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2026-01-06T17:26:46'}]}]"
39192,2026-01-06 09:26:20,9,osy (simut),user5384267911,"Yeyeyey, makasie",39182.0,,,,,
39193,2026-01-06 09:26:36,9,osy (simut),user5384267911,😇,39183.0,,,,,
39194,2026-01-06 09:26:56,9,osy (simut),user5384267911,Beliau malah memilih,,,2026-01-06T09:27:07,,,
39195,2026-01-06 09:27:15,9,osy (simut),user5384267911,Tp ujung-ujungnya psti ak yang jelasin smw,,,,,,
39196,2026-01-06 09:27:25,9,osy (simut),user5384267911,Tapi ya seenggaknya dia ngomong gt gapapa dah,,,,,,
39197,2026-01-06 09:27:33,9,osy (simut),user5384267911,Kapan lagi si kidal ini baik,,,,,,
39198,2026-01-06 09:27:40,9,osy (simut),user5384267911,(sama temen kuliah),,,,,,
39199,2026-01-06 09:28:04,9,osy (simut),user5384267911,Ok cepet sembuh lek,39184.0,,,,,
39207,2026-01-06 15:57:45,15,osy (simut),user5384267911,NAURR 😢😢,39200.0,,,,,
39208,2026-01-06 15:57:52,15,osy (simut),user5384267911,Emang km jagonya desain,,,,,,
39209,2026-01-06 15:57:56,15,osy (simut),user5384267911,Spt kfc jagonya ayam,,,,,,
39210,2026-01-06 15:58:02,15,osy (simut),user5384267911,Lumsyu,39201.0,,,,,
39211,2026-01-06 15:58:06,15,osy (simut),user5384267911,Tdk a mimir dia,,,,,,
39213,2026-01-06 15:58:23,15,osy (simut),user5384267911,Gws Gilbert 😢,39203.0,,2026-01-06T17:30:38,,,"[{'type': 'emoji', 'count': 1, 'emoji': '😢', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2026-01-06T17:30:38'}]}]"
39214,2026-01-06 15:58:30,15,osy (simut),user5384267911,WKWKWKW,39204.0,,,,,
39215,2026-01-06 15:58:40,15,osy (simut),user5384267911,Kupu kupu aktif,,,,,,
39237,2026-01-06 18:18:36,18,osy (simut),user5384267911,Eek bgt,39219.0,,,,,
39238,2026-01-06 18:18:52,18,osy (simut),user5384267911,"Percaya gak itu dia cm baca slide ppt, makalahnya nte dibaca",39220.0,,,,,
39239,2026-01-06 18:18:56,18,osy (simut),user5384267911,Brengshake,,,2026-01-06T19:29:21,,,"[{'type': 'emoji', 'count': 1, 'emoji': '🤬', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2026-01-06T19:29:21'}]}]"
39240,2026-01-06 18:19:00,18,osy (simut),user5384267911,Yeah,39221.0,,,,,
